,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
1675,Crazy Cousinz,Outline (feat. Julie Bergan),201726,2020-08-28 10:14:00,0.705,0.701,7,-3.444,1,0.0512,0.029,0.0,0.179,0.589,124.967,1jO5cLkg1lJdYqgR2WPAwM,4
1676,Mike Perry,Bloodshot,187863,2020-08-28 10:17:00,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02,1QAH5HMnoDt76yBNpLUsHo,4
1677,Felix Jaehn,Never Alone,153433,2020-08-28 10:20:00,0.241,0.477,7,-5.804,1,0.0346,0.0119,5.38e-05,0.121,0.214,195.667,6kKIcMRhwxJ1XTnfapaqhL,3
1678,Axwell /\ Ingrosso,More Than You Know,184492,2020-08-28 10:36:00,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,4
1679,Axwell /\ Ingrosso,More Than You Know,18971,2020-08-28 10:45:00,0.646,0.741,5,-4.973,0,0.034,0.0275,0.0,0.312,0.571,123.077,6h5PAsRni4IRlxWr6uDPTP,4
1680,Armin van Buuren,Something Real,170685,2020-08-28 10:48:00,0.433,0.777,11,-5.105,0,0.0435,0.000263,0.0,0.366,0.247,135.335,444vevlQjTnKioLLncteGv,4
1681,Mike Perry,One Life,200648,2020-08-28 10:51:00,0.478,0.814,6,-4.482,0,0.173,0.228,0.0,0.22,0.375,173.856,2RK1l3XBrbn0w8qUiyCeJW,4
1682,Martin Garrix,Higher Ground (feat. John Martin),62304,2020-08-28 10:53:00,0.442,0.619,1,-5.28,1,0.0321,0.0841,0.0,0.0889,0.382,128.318,0rohJsT6NWsThpukt0Xxdc,4
1683,Martin Garrix,Higher Ground (feat. John Martin),75440,2020-08-28 10:54:00,0.442,0.619,1,-5.28,1,0.0321,0.0841,0.0,0.0889,0.382,128.318,0rohJsT6NWsThpukt0Xxdc,4
1684,Iggy Azalea,Comme Des Garcons,8723,2020-08-28 10:55:00,0.724,0.715,0,-3.776,1,0.116,0.0246,0.00276,0.441,0.645,119.162,43bYs8QkPdCdy5esfnmU1T,4
1685,Fifth Harmony,Miss Movin' On,193733,2020-08-28 10:58:00,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,0gL0Xf8CN95HmgfEYYLRZV,4
1686,Nicki Minaj,Super Bass,200013,2020-08-28 11:01:00,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,3hlksXnvbKogFdPbpO9vel,4
1687,Iggy Azalea,Survive The Summer,164520,2020-08-28 11:04:00,0.924,0.664,11,-4.768,0,0.216,0.0198,0.00352,0.116,0.29,140.002,4XzGuiMHSVmgRozWYS6Szp,4
1688,Iggy Azalea,Personal Problem,166093,2020-08-28 11:07:00,0.938,0.487,1,-11.186,1,0.235,0.0597,0.0,0.227,0.742,100.051,5sfeKt0nDV7yS7g7ZTzWdb,4
1689,Rita Ora,Your Song,180746,2020-08-28 11:10:00,0.552,0.315,3,-11.028,1,0.0299,0.828,5.52e-06,0.101,0.324,128.187,38zsOOcu31XbbYj9BIPUF1,4
1690,Iggy Azalea,Switch,189600,2020-08-28 11:13:00,0.687,0.66,10,-6.961,0,0.185,0.0992,0.0,0.169,0.295,167.207,6ZVdAUo16fX2EPV1HKDSzZ,4
1691,Rita Ora,Let You Love Me,165814,2020-08-28 11:16:00,0.531,0.854,10,-3.149,1,0.198,0.288,0.0,0.0773,0.456,94.419,6xtcFXSo8H9BZN637BMVKS,4
1692,Fifth Harmony,Don't Say You Love Me,118982,2020-08-28 11:23:00,0.768,0.393,6,-5.589,0,0.055,0.282,0.0,0.0873,0.183,107.033,5rRumLDp9XuVCzpRgybX7w,4
1693,Fifth Harmony,Don't Say You Love Me,74084,2020-08-28 11:51:00,0.768,0.393,6,-5.589,0,0.055,0.282,0.0,0.0873,0.183,107.033,5rRumLDp9XuVCzpRgybX7w,4
1694,Charli XCX,Boom Clap,169866,2020-08-28 11:54:00,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,7982sGZuvo5OXsY6REzgIn,4
1695,The Pussycat Dolls,React,204176,2020-08-28 11:58:00,0.737,0.899,6,-3.189,0,0.0556,0.0329,0.0,0.186,0.358,125.992,1UPHCP5YeVfele4DMbdGyi,4
1696,Jessie J,Masterpiece,220653,2020-08-28 12:01:00,0.324,0.863,10,-3.716,0,0.123,0.000109,0.0,0.311,0.394,177.985,3c9kVsKF68xMzlS0NikVn3,4
1697,Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),210573,2020-08-28 12:06:00,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,7nD9nN3jord9wWcfW3Gkcm,4
1698,Nicki Minaj,Bed (feat. Ariana Grande),189533,2020-08-28 12:09:00,0.757,0.73,7,-6.304,1,0.185,0.0342,5.87e-05,0.136,0.452,90.013,3L4GsGLgxpHieVQH86H8bv,4
1699,Iggy Azalea,Dance Like Nobody's Watching,182064,2020-08-28 12:12:00,0.529,0.587,5,-5.954,1,0.0346,0.0958,0.0,0.101,0.238,121.827,5FpEdufuunZqzyQbyetevf,3
1700,Charli XCX,1999,189000,2020-08-28 12:15:00,0.802,0.502,11,-7.136,0,0.059,0.856,0.0,0.256,0.675,123.097,5SnQILxl7lE7J8bRgM3NSb,4
1701,Pia Mia,Feel Up,159183,2020-08-28 12:18:00,0.815,0.485,8,-5.188,1,0.0545,0.0326,0.0,0.156,0.381,98.076,4lTLA56cAilcRXpZWCWyS2,4
1702,Kesha,Die Young,211920,2020-08-28 12:22:00,0.808,0.582,11,-6.26,1,0.338,0.827,0.0,0.111,0.675,77.471,6EbVuwU7EnKeF2hdpViXCH,4
1703,Pia Mia,HOT,154533,2020-08-28 12:24:00,0.742,0.757,6,-4.981,1,0.0421,0.0187,0.0,0.305,0.957,139.982,4xdBrk0nFZaP54vvZj0yx7,4
1704,Kesha,Praying,89433,2020-08-28 12:26:00,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,0jdny0dhgjUwoIp5GkqEaA,4
1705,Iggy Azalea,Boom Boom,188453,2020-08-28 12:29:00,0.485,0.737,2,-7.572,1,0.0943,0.00731,0.00313,0.0757,0.143,155.718,0BAlC3pMYdzmk0DQ3pYus2,4
1706,Nicki Minaj,The Night Is Still Young,227560,2020-08-28 12:33:00,0.655,0.692,1,-6.145,0,0.0563,0.00209,0.00286,0.128,0.694,128.008,4bBrKDo8rchikwZOtmXbIH,4
1707,Rita Ora,I Will Never Let You Down,203466,2020-08-28 12:37:00,0.754,0.801,4,-3.215,1,0.0297,0.404,0.0,0.128,0.794,128.004,03rhu2vIylSFLUagt7wi5D,4
1708,JoJo,Too Little Too Late - 2018,68922,2020-08-28 12:38:00,0.394,0.821,6,-4.304,0,0.0404,0.00302,0.019,0.186,0.509,82.764,3hc7PLcmuZbJGPjhIore1i,4
1709,Cher Lloyd,Want U Back,214013,2020-08-28 12:41:00,0.694,0.891,9,-2.94,1,0.0949,0.0562,0.0,0.561,0.563,97.939,6E11E0lT5Zy7yb6iT3y8DN,4
1710,Charli XCX,Blame It on Your Love (feat. Lizzo),90000,2020-08-28 12:43:00,0.716,0.757,5,-2.666,1,0.0487,0.0249,0.0,0.286,0.558,100.007,1MfuskV4ODUp14C2dnyPgW,4
1711,Charli XCX,Blame It on Your Love (feat. Lizzo),9688,2020-08-28 13:57:00,0.716,0.757,5,-2.666,1,0.0487,0.0249,0.0,0.286,0.558,100.007,1MfuskV4ODUp14C2dnyPgW,4
1712,Pia Mia,Bitter Love,217809,2020-08-28 14:01:00,0.365,0.652,7,-2.666,1,0.0356,0.146,0.0,0.114,0.143,101.65,4wOXx92SlZWxNtuBytlMsK,3
1713,Jessie J,Domino,231840,2020-08-28 14:05:00,0.757,0.547,7,-4.572,1,0.0355,0.0115,0.0,0.0445,0.793,126.974,6MAdEUilV2p9RQUqE5bMAK,4
1714,MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,214106,2020-08-28 14:08:00,0.636,0.758,0,-5.567,1,0.0427,0.331,1.01e-05,0.16,0.281,97.025,4XII12nbsvJblXfG1I2QR4,4
1715,Rita Ora,Body on Me (feat. Chris Brown),225217,2020-08-28 14:12:00,0.637,0.74,11,-5.438,0,0.0409,0.0136,0.0,0.287,0.525,88.999,1Bjpfvw2dhivyludgB0fyt,4
1716,JoJo,What U Need,248982,2020-08-28 14:17:00,0.638,0.335,7,-10.522,0,0.0854,0.505,0.0139,0.116,0.0608,133.853,4Yw8TyBm9J8cpy2guHUYog,4
1717,Pia Mia,Do It Again,207746,2020-08-28 14:20:00,0.347,0.508,10,-7.555,1,0.0297,0.0119,0.0,0.595,0.159,171.827,3iOpiHDobxZO7S4p9Y2Fgu,4
1718,Fifth Harmony,That's My Girl,54736,2020-08-28 14:22:00,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,2ACOWPLUe4A4KuQ5ioD2od,4
1719,Fifth Harmony,That's My Girl,149278,2020-08-28 14:57:00,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,2ACOWPLUe4A4KuQ5ioD2od,4
1720,Rita Ora,Only Want You (Sam Feldt Remix),179150,2020-08-28 15:00:00,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,2wOVXsIRIoniqipE9I5ZVx,4
1721,Cher Lloyd,None Of My Business,184004,2020-08-28 15:04:00,0.793,0.488,2,-5.807,0,0.0462,0.428,0.0,0.0823,0.5,133.957,2SPEg45ZaUFJCg9GwNmRvw,4
1722,Rita Ora,"Girls (feat. Charli XCX, Cardi B & Bebe Rexha)",21541,2020-08-28 15:04:00,0.728,0.69,8,-4.344,0,0.0524,0.0164,0.0,0.104,0.415,94.028,1YNQscOx6OqBQjxgJVhEeW,4
1723,Fifth Harmony,I'm In Love With a Monster,211932,2020-08-28 15:07:00,0.666,0.812,6,-4.07,0,0.0647,0.0597,0.0,0.0603,0.868,145.059,0hO71r8vbnrXSaXVrR9ptF,4
1724,Ciara,Thinkin Bout You,228559,2020-08-28 15:12:00,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,7DfFc7a6Rwfi3YQMRbDMau,4
1725,Natalia Kills,Devils Don't Fly,277866,2020-08-28 15:16:00,0.606,0.663,2,-6.175,0,0.042,0.237,0.000194,0.139,0.201,85.967,1OBrEfDbOdV0v0L0iiOu8h,4
1726,Pia Mia,Princess,141413,2020-08-28 15:19:00,0.626,0.595,0,-4.975,0,0.0288,0.285,0.0,0.0858,0.65,74.985,07squf0xpI7hHUwZ4hezKP,4
1727,Kesha,Raising Hell (feat. Big Freedia),169680,2020-08-28 15:22:00,0.69,0.864,1,-4.769,0,0.128,0.00142,6.81e-05,0.0681,0.313,114.975,14wPnCr1Z8CIHBVpnpcTVt,4
1728,Cardi B,Bodak Yellow,223712,2020-08-28 15:26:00,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,6KBYefIoo7KydImq1uUQlL,4
1729,Iggy Azalea,Kream (feat. Tyga),166626,2020-08-28 15:29:00,0.785,0.425,10,-6.665,1,0.137,0.0335,4.36e-06,0.108,0.192,174.028,5mu1uv8RmzDkF8foePK5qa,4
1730,Far East Movement,Like A G6,216893,2020-08-28 15:32:00,0.355,0.838,7,-8.126,0,0.471,0.00682,0.0,0.117,0.783,165.457,4DvhkX2ic4zWkQeWMwQ2qf,5
1731,Tinashe,Save Room for Us,164718,2020-08-28 15:39:00,0.758,0.671,6,-4.768,0,0.0752,0.481,3.78e-05,0.313,0.416,112.052,0fj8OHLYnonkhlJsqmK2Cg,4
1732,Jennifer Lopez,Dinero,213750,2020-08-28 15:42:00,0.709,0.782,2,-4.687,1,0.0672,0.00774,0.0,0.107,0.484,119.997,3ggtU1ZOKO8ZNiqPNyXGcm,4
1733,Iggy Azalea,Lola,232123,2020-08-28 15:46:00,0.365,0.787,9,-6.022,1,0.0413,0.481,0.0,0.0739,0.589,147.525,4Mpx2edA7Dz3yxlfNqVlXu,4
1734,Iggy Azalea,Started,186605,2020-08-28 15:50:00,0.793,0.524,8,-7.827,1,0.156,0.0319,0.0,0.156,0.579,86.325,5DI9jxTHrEiFAhStG7VA8E,4
1735,Normani,Motivation,193837,2020-08-28 15:53:00,0.735,0.679,9,-5.588,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,4Cv5dkUBqepa0siwGREihD,4
1736,Iggy Azalea,Comme Des Garcons,219686,2020-08-28 15:57:00,0.724,0.715,0,-3.776,1,0.116,0.0246,0.00276,0.441,0.645,119.162,43bYs8QkPdCdy5esfnmU1T,4
1737,Iggy Azalea,Fuck It Up (feat. Kash Doll),171072,2020-08-28 16:01:00,0.926,0.719,7,-7.898,1,0.172,0.00244,0.0,0.0788,0.459,93.006,3gYa14ysEHnFg2zryAbvDO,4
1738,Pia Mia,Feel Up,1003,2020-08-28 16:04:00,0.815,0.485,8,-5.188,1,0.0545,0.0326,0.0,0.156,0.381,98.076,4lTLA56cAilcRXpZWCWyS2,4
1739,Rita Ora,Only Want You (Sam Feldt Remix),179150,2020-08-28 16:04:00,0.578,0.786,9,-4.665,1,0.13,0.232,0.000106,0.122,0.347,105.945,2wOVXsIRIoniqipE9I5ZVx,4
1740,Lucas & Steve,Say Something - RetroVision Remix,187620,2020-08-29 03:41:00,0.779,0.756,8,-4.669,1,0.0887,0.215,2.48e-06,0.333,0.795,125.988,7MwoGAOLI3MnEC7mGFOYcW,4
1741,Dzeko,Heaven (feat. Veronica),187500,2020-08-29 03:44:00,0.657,0.882,0,-3.565,0,0.0456,0.247,0.00202,0.112,0.179,127.994,5ql2mP9FUhB3SgMzv2akuO,4
1742,P!nk,Walk Me Home - R3HAB Remix,156334,2020-08-29 03:47:00,0.657,0.732,1,-4.087,1,0.0729,0.0459,7.55e-06,0.343,0.321,90.002,7wJFBZXG4AFQS9YwBQLkqL,4
1743,The Chainsmokers,Side Effects - Fedde Le Grand Remix,161334,2020-08-29 03:49:00,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,7FDaS1k08rwMoAThmzUkOZ,4
1744,The Him,Unstoppable,171290,2020-08-29 03:52:00,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,1yvMUkIOTeUNtNWlWRgANS,4
1745,Lewis Capaldi,Bruises - Steve Void Remix,207483,2020-08-29 03:56:00,0.79,0.746,9,-5.96,1,0.0502,0.241,0.0,0.316,0.538,124.971,4raMIjIjMc8JohHth7l9lG,4
1746,Sam Feldt,Post Malone (feat. RANI) - GATTÜSO Remix,196920,2020-08-29 03:59:00,0.542,0.903,4,-2.419,0,0.0434,0.0335,4.83e-06,0.111,0.367,127.936,6b1RNvAcJjQH73eZO4BLAB,4
1747,Hallman,Starfields,144937,2020-08-29 04:01:00,0.609,0.845,2,-5.766,1,0.034,0.19,0.0158,0.2,0.337,119.926,3EDV18xlM9ajvniFe477xB,4
1748,The Chainsmokers,This Feeling (feat. Kelsea Ballerini) - Afrojack & Disto Remix,179232,2020-08-29 04:04:00,0.607,0.942,10,-3.876,0,0.0857,0.000428,4.53e-05,0.111,0.164,150.074,1zZ8DfrLf4fQgARxIKOs20,4
1749,Rhys,Too Good To Be True,120002,2020-08-29 04:06:00,0.644,0.487,1,-8.658,1,0.0339,0.695,7.02e-05,0.105,0.249,80.045,27RDQ0TfxzWMlQFuKrPT11,4
1750,Normani,Motivation,193837,2020-08-29 05:08:00,0.735,0.679,9,-5.588,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,4Cv5dkUBqepa0siwGREihD,4
1751,Cardi B,I Like It,253390,2020-08-29 05:12:00,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,58q2HKrzhC3ozto2nDdN4z,4
1752,Fifth Harmony,Down (feat. Gucci Mane),165200,2020-08-29 05:15:00,0.53,0.512,8,-7.094,1,0.133,0.0162,7.04e-05,0.128,0.401,196.121,0XQHz5C8PknyrEhyrKxVKa,4
1753,Karmin,Acapella,198906,2020-08-29 05:18:00,0.667,0.619,2,-4.933,1,0.151,0.126,0.0,0.101,0.427,169.865,6RjW45KHJ6kgI2xQ1aFa52,4
1754,Iggy Azalea,Can't Lose,222640,2020-08-29 05:22:00,0.764,0.762,1,-3.265,1,0.059,0.212,0.0,0.081,0.84,150.015,2PjC4t9Kp4hIJ2h9DkL5Dp,4
1755,Iggy Azalea,Sally Walker,15536,2020-08-29 05:22:00,0.905,0.492,8,-8.953,0,0.0936,0.0177,0.0,0.0994,0.605,140.076,1bPoQ1zaUWZmiYrckwfulU,4
1756,Iggy Azalea,Sally Walker,163457,2020-08-30 05:38:00,0.905,0.492,8,-8.953,0,0.0936,0.0177,0.0,0.0994,0.605,140.076,1bPoQ1zaUWZmiYrckwfulU,4
1757,Jennifer Lopez,Ain't Your Mama,218234,2020-08-30 05:41:00,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,2hgzdQdnfWwtdpZbhZlV72,4
1758,Iggy Azalea,Black Widow,209423,2020-08-30 05:46:00,0.74,0.72,3,-3.753,0,0.158,0.188,0.000386,0.109,0.512,164.014,7pNC5ZIKtwUK0ReSpM3P9f,4
1759,Charli XCX,Boys,162585,2020-08-30 05:49:00,0.892,0.588,1,-4.287,0,0.11,0.00319,0.000162,0.0498,0.753,120.042,1du4tPkvJfCIuVL6WMtqSs,4
1760,Rita Ora,How To Be Lonely,77390,2020-08-30 06:00:00,0.532,0.718,7,-3.182,1,0.0514,0.0324,0.0,0.195,0.505,81.74,7ydjUPZFQVYZ54NLmoISfG,4
1761,Rita Ora,How To Be Lonely,98252,2020-08-30 06:28:00,0.532,0.718,7,-3.182,1,0.0514,0.0324,0.0,0.195,0.505,81.74,7ydjUPZFQVYZ54NLmoISfG,4
1762,Iggy Azalea,OMG (feat. Wiz Khalifa),148360,2020-08-30 06:31:00,0.902,0.805,0,-6.281,1,0.175,0.00433,0.0,0.314,0.833,140.035,373iQzYhS09JcQ8NrTU6D4,4
1763,Iggy Azalea,The Girls,253529,2020-08-30 06:35:00,0.432,0.689,2,-4.57,1,0.0292,0.00855,0.0,0.322,0.418,80.653,0x2GjJRg2nqYixOcdFx3c8,1
1764,Nicki Minaj,Starships,210626,2020-08-30 06:39:00,0.747,0.716,11,-2.457,0,0.0751,0.135,0.0,0.251,0.751,125.006,1oHNvJVbFkexQc0BpQp7Y4,4
1765,Kesha,We R Who We R,204760,2020-08-30 06:42:00,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,3LUWWox8YYykohBbHUrrxd,4
1766,Iggy Azalea,Not Important,148148,2020-08-30 06:45:00,0.712,0.57,9,-6.235,1,0.0459,0.0154,0.0,0.209,0.481,83.029,4idQrHSD0CPe5jHrPcEHNb,4
1767,Nicki Minaj,MEGATRON,112850,2020-08-30 06:46:00,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,1ZDmxwg7Lywlx68b7SsJjj,4
1768,Felix Jaehn,Never Alone,160030,2020-09-03 03:03:00,0.241,0.477,7,-5.804,1,0.0346,0.0119,5.38e-05,0.121,0.214,195.667,6kKIcMRhwxJ1XTnfapaqhL,3
1769,Erik Frank,Secrets,188572,2020-09-03 03:06:00,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,1NhPKVLsHhFUHIOZ32QnS2,4
1770,Rhys,Too Good To Be True,198520,2020-09-03 03:10:00,0.644,0.487,1,-8.658,1,0.0339,0.695,7.02e-05,0.105,0.249,80.045,27RDQ0TfxzWMlQFuKrPT11,4
1771,The Chainsmokers,Side Effects - Fedde Le Grand Remix,161177,2020-09-03 03:12:00,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83e-05,0.434,0.659,126.026,7FDaS1k08rwMoAThmzUkOZ,4
1772,Galantis,We Can Get High,141770,2020-09-03 03:15:00,0.654,0.782,4,-5.179,0,0.0494,0.0668,0.0,0.303,0.349,150.078,0Vct1PkjAYGH2X4iwNVR71,4
1773,Ed Sheeran,Beautiful People (feat. Khalid) - NOTD Remix,148492,2020-09-03 03:17:00,0.702,0.794,3,-5.913,1,0.0562,0.00715,4.56e-05,0.11,0.37,103.972,6J7WMB5GII6pEOzy687jhO,4
1774,Jack Wins,Alive (feat. ILY),173252,2020-09-03 03:20:00,0.633,0.842,0,-4.261,1,0.0566,0.0101,0.00167,0.166,0.287,124.008,55Tom2dk5sMx1UTJPiTUbX,4
1775,The Chainsmokers,This Feeling (feat. Kelsea Ballerini) - Afrojack & Disto Remix,179232,2020-09-03 03:23:00,0.607,0.942,10,-3.876,0,0.0857,0.000428,4.53e-05,0.111,0.164,150.074,1zZ8DfrLf4fQgARxIKOs20,4
1776,Alexander Oscar,Complicated - Faustix Remix,133280,2020-09-03 03:25:00,0.789,0.728,1,-7.869,0,0.129,0.0473,1.33e-05,0.334,0.645,124.995,0HbPfCPmndvkevg4TjwcJQ,4
1777,MEDUZA,Lose Control,160598,2020-09-03 03:28:00,0.561,0.604,9,-4.409,1,0.0337,0.199,1.9e-05,0.104,0.242,159.92,6usohdchdzW9oML7VC4Uhk,3
1778,5 Seconds of Summer,Easier - Seeb Remix,147904,2020-09-03 03:30:00,0.564,0.747,5,-3.374,1,0.0584,0.0728,0.0,0.151,0.717,97.878,6GIRtKNXokeu25nn7U6Hu8,4
1779,Nicky Romero,Distance,145224,2020-09-03 03:33:00,0.541,0.784,5,-5.69,1,0.0362,0.045,0.0,0.103,0.355,138.0,2apZN1t4kvDrpSclDqOMce,4
1780,Kygo,Happy Now,205658,2020-09-03 03:37:00,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,4keoy2fqgwGnbWlm3ZVZFa,3
1781,Matisse & Sadko,Don’t Tell Me,168635,2020-09-03 03:40:00,0.376,0.907,3,-4.254,0,0.0609,0.00162,9.78e-06,0.093,0.0886,174.004,54gHtLZx6LzToQBuHmIQHc,4
1782,Martin Garrix,High On Life (feat. Bonn),219433,2020-09-03 03:43:00,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,4ut5G4rgB1ClpMTMfjoIuy,4
1783,The Chainsmokers,Takeaway (feat. Lennon Stella) - Andrew Rayel Remix,174748,2020-09-03 03:46:00,0.468,0.83,8,-3.301,1,0.0727,0.000187,0.0,0.0875,0.162,126.835,16QhpULFOW9fE2yvXsJV6A,4
1784,R3HAB,Up All Night,159999,2020-09-03 03:49:00,0.598,0.872,7,-4.78,1,0.0484,0.187,0.0,0.0654,0.665,91.023,4fZ07aBMo69QTEKo4OC4Dz,4
1785,FLETCHER,War Paint,208175,2020-09-03 03:53:00,0.525,0.82,11,-5.242,1,0.0739,0.0117,0.0,0.0887,0.548,160.814,2LGAOIFCnLju9t3PeDkevc,4
1786,Ellie Goulding,Still Falling For You - Laibert Remix,193490,2020-09-03 03:56:00,0.686,0.817,1,-5.659,1,0.0321,0.023,0.0183,0.0395,0.609,120.013,2BhkQtorT9Vka8GLUzUeH4,4
1787,5 Seconds of Summer,Easier - Seeb Remix,151859,2020-09-03 04:17:00,0.564,0.747,5,-3.374,1,0.0584,0.0728,0.0,0.151,0.717,97.878,6GIRtKNXokeu25nn7U6Hu8,4
1788,Rita Ora,Only Want You (Martin Jensen Remix),157224,2020-09-03 04:20:00,0.37,0.675,9,-6.167,1,0.103,0.562,0.0,0.247,0.437,76.087,5dC3Cv6uGfyr16zJtr6n1n,4
1789,Nikki Vianna,When You Leave - Breathe Carolina Remix,145775,2020-09-03 04:22:00,0.679,0.909,1,-2.929,1,0.105,0.0334,0.0,0.269,0.819,119.885,5y8Yvxc2Y1gIBSQCwlSh0p,4
1790,Zara Larsson,All the Time - Don Diablo Remix,170806,2020-09-03 04:25:00,0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33e-05,0.11,0.613,124.008,1z1Hg7Vb0AhHDiEmnDE79l,4
1791,Ed Sheeran,Beautiful People (feat. Khalid) - NOTD Remix,148659,2020-09-03 04:28:00,0.702,0.794,3,-5.913,1,0.0562,0.00715,4.56e-05,0.11,0.37,103.972,6J7WMB5GII6pEOzy687jhO,4
1792,Kaskade,With You,168107,2020-09-03 04:31:00,0.421,0.978,6,-4.004,0,0.302,0.0037,0.0,0.111,0.359,196.921,5uuXtfqM7Wp3idCxyHeOll,4
1793,R3HAB,Don't Give Up On Me Now,123129,2020-09-03 04:33:00,0.689,0.705,4,-5.357,1,0.0462,0.0872,0.0,0.124,0.27,115.231,4lzgKfKsmcHQdadDfhlvBU,4
1794,Kygo,Not Ok - Frank Walker Remix,178033,2020-09-03 04:35:00,0.679,0.866,2,-3.754,1,0.0566,0.0337,0.0,0.0688,0.441,121.927,6VP3410weACXiPCVLKSkOb,4
1795,Loud Luxury,Love No More,166612,2020-09-03 04:39:00,0.766,0.674,0,-6.245,1,0.0538,0.0217,5.87e-05,0.258,0.214,121.012,0E8WJOFs2eWD67USh7C6Qd,4
1796,Why Don't We,I Don't Belong In This Club - MOTi Remix,221944,2020-09-03 04:43:00,0.621,0.773,8,-6.023,0,0.162,0.000806,0.0,0.303,0.287,126.088,6XUH4PVIMdHD6kr4ZXnU1X,4
1797,Mike Perry,Bloodshot,187855,2020-09-03 04:46:00,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02,1QAH5HMnoDt76yBNpLUsHo,4
1798,Cheat Codes,Who's Got Your Love,138240,2020-09-03 04:48:00,0.704,0.888,11,-2.872,1,0.0541,0.00553,0.0011,0.079,0.531,125.027,5EpR6BqAnwR9PPl6sIrzGy,4
1799,Valerie Broussard,Roots,177584,2020-09-03 04:51:00,0.637,0.887,7,-5.444,0,0.227,0.707,0.00188,0.326,0.596,157.759,4GITtbZtRCQXhWLMXrWXHt,4
1800,Loote,85% - GOLDHOUSE Remix,125675,2020-09-03 05:09:00,0.7,0.841,4,-5.939,0,0.166,0.0305,4.16e-06,0.0859,0.341,127.997,0OUC0kWsQ3B99MspZfLaVy,4
1801,Ed Sheeran,I Don't Care - Acoustic,46547,2020-09-03 13:58:00,0.706,0.349,6,-8.125,1,0.0302,0.791,0.0,0.108,0.624,94.058,1m84zLz4WizjR4mCDoXReg,4
1802,Joe Dolman,The Middle - Acoustic,172165,2020-09-03 14:01:00,0.787,0.316,2,-7.556,1,0.0388,0.365,0.0,0.0845,0.738,147.521,7HJmJYQqBq2tn7RleFlun5,4
1803,Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,232837,2020-09-03 14:05:00,0.509,0.183,10,-10.27,1,0.0377,0.946,0.0,0.0914,0.258,117.354,6H7fWtwEUHVfTyZD7zeG4w,3
1804,Tim Halperin,Always Be My Baby,181852,2020-09-03 14:08:00,0.65,0.531,4,-8.335,1,0.0364,0.457,0.0,0.249,0.487,78.946,2aBxt229cbLDOvtL7Xbb9x,4
1805,Calum Scott,Dancing On My Own - Acoustic,253482,2020-09-03 14:12:00,0.528,0.0784,1,-11.402,1,0.0413,0.954,1.54e-06,0.151,0.418,117.964,7tOAtB2F50KXEkw86frba6,4
1806,Dakota Striplin,See You in Austin,53580,2020-09-03 14:13:00,0.339,0.414,8,-8.377,1,0.0437,0.351,0.0,0.108,0.421,154.778,3xIkW2H9e6y885XaO1TPQb,3
1807,Dakota Striplin,See You in Austin,147481,2020-09-03 14:29:00,0.339,0.414,8,-8.377,1,0.0437,0.351,0.0,0.108,0.421,154.778,3xIkW2H9e6y885XaO1TPQb,3
